cod_id,formula_reduced,formula_full,n_sites,n_sites_primitive,volume_a3,spacegroup_symbol,spacegroup_number,crystal_system,n_elements,elements,contains_carbon
4128401,H13C12NO3,H52 C48 N4 O12,116,116,1070.8823,P2_1,4,monoclinic,4,C H N O,True
4128710,H22C16S(NO2)2,H44 C32 S2 N4 O8,90,90,834.019,P-1,2,triclinic,5,C H N O S,True
4128713,H7C8S2N2(OF)3,H28 C32 S8 N8 O12 F12,100,100,1197.0996,P2_1/c,14,monoclinic,6,C F H N O S,True
4128724,H16C15(NO)2,H64 C60 N8 O8,140,140,1306.1782,P2_1/c,14,monoclinic,4,C H N O,True
4128853,H27C25N5O2,H54 C50 N10 O4,118,118,1124.7888,P-1,2,triclinic,4,C H N O,True
4128952,H8C11IBrO3,H32 C44 I4 Br4 O12,96,96,1136.0126,P2_1/c,14,monoclinic,5,Br C H I O,True
4128969,CoH26C23N5,Co2 H52 C46 N10,110,110,1023.779,P-1,2,triclinic,4,C Co H N,True
4129037,CuNiH6C10(SN)4,Cu2 Ni2 H12 C20 S8 N8,52,52,751.5858,P4_2/mmc,131,tetragonal,6,C Cu H N Ni S,True
4129178,H27C24SNO6,H54 C48 S2 N2 O12,118,118,1116.0566,P1,1,triclinic,5,C H N O S,True
4129333,BH17C20NO2F,B2 H34 C40 N2 O4 F2,84,84,836.5909,P-1,2,triclinic,6,B C F H N O,True
4129341,BH15C19NO2F,B2 H30 C38 N2 O4 F2,78,78,775.6695,P-1,2,triclinic,6,B C F H N O,True
4129642,H16PtC7N6Cl2O,H32 Pt2 C14 N12 Cl4 O2,66,66,652.9594,P-1,2,triclinic,6,C Cl H N O Pt,True
4129792,H22C21O,H44 C42 O2,88,88,819.9554,P-1,2,triclinic,3,C H O,True
4129966,H8C9N3O,H32 C36 N12 O4,84,84,784.7526,P2_1/c,14,monoclinic,4,C H N O,True
4130131,FeH20C20S2N10(O3F2)3,Fe2 H40 C40 S4 N20 O18 F12,136,136,1412.3791,P-1,2,triclinic,7,C F Fe H N O S,True
4130199,SbH16C28(S2F3)2,Sb2 H32 C56 S8 F12,110,110,1273.2948,P-42_1c,114,tetragonal,5,C F H S Sb,True
4130209,B10PH40Ir(C9S)2,B20 P2 H80 Ir2 C36 S4,144,144,1389.0759,P-1,2,triclinic,6,B C H Ir P S,True
4130251,SiBH16C25O2F15,Si2 B2 H32 C50 O4 F30,120,120,1368.9769,P-1,2,triclinic,6,B C F H O Si,True
4130255,H17C13SNO4,H34 C26 S2 N2 O8,72,72,693.6048,P2_1,4,monoclinic,5,C H N O S,True
4130314,H4C5OF,H16 C20 O4 F4,44,44,428.5938,P1,1,triclinic,4,C F H O,True
4130406,H18C17O2,H72 C68 O8,148,148,1377.0185,P-1,2,triclinic,3,C H O,True
4130600,H5C7NCl2O,H20 C28 N4 Cl8 O4,64,64,758.6669,P2_1/c,14,monoclinic,5,C Cl H N O,True
4130601,H14C18NO2,H56 C72 N4 O8,140,140,1422.0615,P-1,2,triclinic,4,C H N O,True
4130684,H13C20N(ClO2)2,H26 C40 N2 Cl4 O8,80,80,869.199,P2_1,4,monoclinic,5,C Cl H N O,True
4130809,B10H19C6NO,B40 H76 C24 N4 O4,148,148,1358.9186,P2_1/c,14,monoclinic,5,B C H N O,True
4130852,H15C14N2ClO3,H30 C28 N4 Cl2 O6,70,70,698.5174,P-1,2,triclinic,5,C Cl H N O,True
4130999,H22C26F5,H44 C52 F10,106,106,1114.662,P-1,2,triclinic,3,C F H,True
4131087,H19C11NO4,H76 C44 N4 O16,140,140,1260.4767,P4_3,78,tetragonal,4,C H N O,True
4131337,H20C24N2O3,H40 C48 N4 O6,98,98,966.1583,P2_12_12,18,orthorhombic,4,C H N O,True
4131687,H7C10O,H28 C40 O4,72,72,724.4291,P2_1/c,14,monoclinic,3,C H O,True
4131718,H27C21NO2,H54 C42 N2 O4,102,102,843.8329,P2_1,4,monoclinic,4,C H N O,True
4131888,H15AuC24NF3,H30 Au2 C48 N2 F6,88,88,949.553,P-1,2,triclinic,5,Au C F H N,True
4131944,H26C23N2O7,H52 C46 N4 O14,116,116,1009.7413,P-1,2,triclinic,4,C H N O,True
4131971,H13C13S(NO3)2,H26 C26 S2 N4 O12,70,70,713.1157,P-1,2,triclinic,5,C H N O S,True
4132018,H16C13O3,H64 C52 O12,128,128,1161.0933,P2_12_12,18,orthorhombic,3,C H O,True
4132081,H12C12NClO2,H24 C24 N2 Cl2 O4,56,56,538.649,P-1,2,triclinic,5,C Cl H N O,True
4132126,B10H13C9IO,B20 H26 C18 I2 O2,68,68,760.348,P2_1,4,monoclinic,5,B C H I O,True
4132161,H14(C4O)3,H56 C48 O12,116,58,1014.3709,Cc,9,monoclinic,3,C H O,True
4132221,H7C7NO2,H56 C56 N8 O16,136,136,1290.0232,P2_1/c,14,monoclinic,4,C H N O,True
4132255,H25C21IO2,H50 C42 I2 O4,98,98,926.7673,P2_1,4,monoclinic,4,C H I O,True
4132329,ZnH34C50N6O,Zn1 H34 C50 N6 O1,92,92,1146.187,P1,1,triclinic,5,C H N O Zn,True
4132359,H15C15BrO4,H30 C30 Br2 O8,70,70,728.3872,P2_1,4,monoclinic,4,Br C H O,True
4132402,H19C20N3O4,H38 C40 N6 O8,92,92,901.2724,P-1,2,triclinic,4,C H N O,True
4133207,H12C15N2,H24 C30 N4,58,58,559.6537,P2_12_12,18,orthorhombic,3,C H N,True
4133291,Mn2H8W(C7N6)2,Mn4 H16 W2 C28 N24,74,74,995.8484,P-1,2,triclinic,5,C H Mn N W,True
4133309,H15C12NO3,H60 C48 N4 O12,124,124,1114.7368,P2_12_12_1,19,orthorhombic,4,C H N O,True
4133423,SiH37C25BrNClO4,Si2 H74 C50 Br2 N2 Cl2 O8,140,140,1362.5825,P-1,2,triclinic,7,Br C Cl H N O Si,True
4133842,KCeH68C28(NO)24,K1 Ce1 H68 C28 N24 O24,146,146,1255.7449,P-1,2,triclinic,6,C Ce H K N O,True
4133914,BH24C21NO3,B2 H48 C42 N2 O6,100,100,924.2002,P-1,2,triclinic,5,B C H N O,True
4133971,FeH10(C8F3)2,Fe2 H20 C32 F12,66,66,721.1675,P-1,2,triclinic,4,C F Fe H,True
4134468,H9C11SCl,H18 C22 S2 Cl2,44,44,490.8269,P2_1,4,monoclinic,4,C Cl H S,True
4134469,H13C15Cl,H52 C60 Cl4,116,58,1153.1313,Cc,9,monoclinic,3,C Cl H,True
4134530,In8Ir2Se,In32 Ir8 Se4,44,44,999.7602,P4_2/mnm,136,tetragonal,3,In Ir Se,False
4134703,H11C15NCl2O,H44 C60 N4 Cl8 O4,120,120,1330.2548,P2_1/c,14,monoclinic,5,C Cl H N O,True
4134763,B5H11C8SN,B20 H44 C32 S4 N4,104,104,1056.9518,P2_1/c,14,monoclinic,5,B C H N S,True
4134814,H16Pb2C7Br7N3,H32 Pb4 C14 Br14 N6,70,70,1134.6614,Pc,7,monoclinic,5,Br C H N Pb,True
4134932,H3C6NCl2O,H12 C24 N4 Cl8 O4,52,52,665.0729,P2_1/c,14,monoclinic,5,C Cl H N O,True
4134985,CuH11C13(NF3)2,Cu4 H44 C52 N8 F24,132,132,1448.6592,P2_1/c,14,monoclinic,5,C Cu F H N,True
4135061,GeH25C29NO2,Ge2 H50 C58 N2 O4,116,116,1182.6975,P-1,2,triclinic,5,C Ge H N O,True
4135088,H3C4NO,H36 C48 N12 O12,108,108,1129.4163,P-1,2,triclinic,4,C H N O,True
4135138,H20C18N2O,H40 C36 N4 O2,82,82,707.0923,P2_1,4,monoclinic,4,C H N O,True
4135139,H18C15(NO)2,H36 C30 N4 O4,74,74,632.6365,P2_1,4,monoclinic,4,C H N O,True
4135206,H15C18BrN4(OF)2,H30 C36 Br2 N8 O4 F4,84,84,881.6787,P2_1,4,monoclinic,6,Br C F H N O,True
4135330,H22C16BrNO2,H44 C32 Br2 N2 O4,84,84,819.2045,P2_1,4,monoclinic,5,Br C H N O,True
4135356,FeH24C20(NCl)2,Fe2 H48 C40 N4 Cl4,98,98,1002.5437,P4_2,77,tetragonal,5,C Cl Fe H N,True
4135453,H11C13N3,H22 C26 N6,54,54,557.9543,P-1,2,triclinic,3,C H N,True
4135514,PH16PbC5Br4N,P2 H32 Pb2 C10 Br8 N2,56,56,741.5066,P2_1,4,monoclinic,6,Br C H N P Pb,True
4135608,H2CNO2,H16 C8 N8 O16,48,48,475.9942,P-1,2,triclinic,4,C H N O,True
4300041,FePH21AuC29F5,Fe2 P2 H42 Au2 C58 F10,116,116,1252.0752,P-1,2,triclinic,6,Au C F Fe H P,True
4300229,H7CSN6O2F5,H14 C2 S2 N12 O4 F10,44,44,444.9486,P-1,2,triclinic,6,C F H N O S,True
4300230,H7CN7O4,H14 C2 N14 O8,38,38,364.541,Pc,7,monoclinic,4,C H N O,True
4300439,CoPH21C22(NO)4,Co2 P2 H42 C44 N8 O8,106,106,1104.4607,P-1,2,triclinic,6,C Co H N O P,True
4300502,ZnH22C13S(N3O)2,Zn2 H44 C26 S2 N12 O4,90,90,837.7261,P-1,2,triclinic,6,C H N O S Zn,True
4300591,Sr2SnSe3F2,Sr8 Sn4 Se12 F8,32,32,725.3922,Pnma,62,orthorhombic,4,F Se Sn Sr,False
4300659,H12C8IN3,H24 C16 I2 N6,48,48,545.4024,P-1,2,triclinic,4,C H I N,True
4300711,Co3H8C12(N4O3)2,Co6 H16 C24 N16 O12,74,74,845.1198,P2_1/c,14,monoclinic,5,C Co H N O,True
4300747,NiB2H32(C7O9)2,Ni1 B2 H32 C14 O18,67,67,596.6559,P-1,2,triclinic,5,B C H Ni O,True
4300774,ZnPH8C7N2O3,Zn4 P4 H32 C28 N8 O12,88,88,933.9445,P2_1/c,14,monoclinic,6,C H N O P Zn,True
4301397,Na2FeH25C10N7O9,Na4 Fe2 H50 C20 N14 O18,108,108,1108.9785,P2_1,4,monoclinic,6,C Fe H N Na O,True
4301512,FeSn4H24C8(Se5N)2,Fe2 Sn8 H48 C16 Se20 N4,98,49,1497.4382,I-4,82,tetragonal,6,C Fe H N Se Sn,True
4301583,H12WC10(S2O)2,H24 W2 C20 S8 O4,58,58,722.0055,P-1,2,triclinic,5,C H O S W,True
4301673,P2H30C22Cl2O,P4 H60 C44 Cl4 O2,114,114,1079.4815,P-1,2,triclinic,5,C Cl H O P,True
4302072,Pr2H25C24N3O17,Pr4 H50 C48 N6 O34,142,142,1426.432,P-1,2,triclinic,5,C H N O Pr,True
4302609,Eu2H22Pt3C42(N9O4)2,Eu2 H22 Pt3 C42 N18 O8,95,95,1272.3574,P-1,2,triclinic,6,C Eu H N O Pt,True
4302644,K3TlAu5,K12 Tl4 Au20,36,18,929.4502,Imma,74,orthorhombic,3,Au K Tl,False
4302794,Na2Mn(SO4)2,Na8 Mn4 S8 O32,52,26,660.4463,C2/c,15,monoclinic,4,Mn Na O S,False
4303016,K2Na2Sm4Ta2O13,K8 Na8 Sm16 Ta8 O52,92,46,1381.5072,C2/c,15,monoclinic,5,K Na O Sm Ta,False
4303064,H9C6N13,H36 C24 N52,112,112,1248.7917,P2_1/c,14,monoclinic,3,C H N,True
4303462,H12Au(C3S2)6,H12 Au1 C18 S12,43,43,546.7399,P-1,2,triclinic,4,Au C H S,True
4303533,BH9C25NF15,B2 H18 C50 N2 F30,102,102,1183.1046,P-1,2,triclinic,5,B C F H N,True
4303852,InPH6C6NO5,In4 P4 H24 C24 N4 O20,80,80,986.3918,P2_1/c,14,monoclinic,6,C H In N O P,True
4304178,CsSmCdTe3,Cs4 Sm4 Cd4 Te12,24,12,908.8877,Cmcm,63,orthorhombic,4,Cd Cs Sm Te,False
4304502,K(SnAu)3,K2 Sn6 Au6,14,14,330.9593,Pmmn,59,orthorhombic,3,Au K Sn,False
4304512,FeH34C28(N2O3)2,Fe2 H68 C56 N8 O12,146,146,1357.433,P2_1,4,monoclinic,5,C Fe H N O,True
4304513,CoH34C28(N2O3)2,Co2 H68 C56 N8 O12,146,146,1348.8566,P2_1,4,monoclinic,5,C Co H N O,True
4304689,H14IrC14NO3,H56 Ir4 C56 N4 O12,132,132,1444.0153,P-1,2,triclinic,5,C H Ir N O,True
4304876,PH16AuC6(N2F3)2,P4 H64 Au4 C24 N16 F24,136,136,1354.3855,Pnma,62,orthorhombic,6,Au C F H N P,True
4305056,NpP2H2CO8,Np4 P8 H8 C4 O32,56,56,738.2193,Pna2_1,33,orthorhombic,5,C H Np O P,True
4305058,U2P2H2CO14,U8 P8 H8 C4 O56,84,84,1275.0449,P2_1/c,14,monoclinic,5,C H O P U,True
4305172,P2H30PtC20(SN5)2,P2 H30 Pt1 C20 S2 N10,65,65,619.8013,P-1,2,triclinic,6,C H N P Pt S,True
4305210,ZnH28C34N2(OF)4,Zn2 H56 C68 N4 O8 F8,146,146,1490.4755,P2/c,13,monoclinic,6,C F H N O Zn,True
4305254,NiH18C10(N2O3)2,Ni2 H36 C20 N8 O12,78,78,749.5228,P2_1/c,14,monoclinic,5,C H N Ni O,True
4305436,CsUAgS3,Cs4 U4 Ag4 S12,24,12,653.0065,Cmcm,63,orthorhombic,4,Ag Cs S U,False
4305458,MoH4C(NO2)2,Mo6 H24 C6 N12 O24,72,72,723.1405,P2/c,13,monoclinic,5,C H Mo N O,True
4305462,UH18C17(N5O4)2,U2 H36 C34 N20 O16,108,108,1161.0931,P-1,2,triclinic,5,C H N O U,True
4305589,CoH6(C2N7)2,Co2 H12 C8 N28,50,50,522.5296,P-1,2,triclinic,4,C Co H N,True
4305673,Fe2H22C21S2N2O5,Fe4 H44 C42 S4 N4 O10,108,108,1166.6008,P-1,2,triclinic,6,C Fe H N O S,True
4305771,NaH16(C3N)4,Na4 H64 C48 N16,132,66,1282.3502,C2/c,15,monoclinic,4,C H N Na,True
4305979,H32RhC20S3N3Cl2O,H64 Rh2 C40 S6 N6 Cl4 O2,124,124,1248.1811,P-1,2,triclinic,7,C Cl H N O Rh S,True
4306090,K9Eu3Si12(O16F)2,K9 Eu3 Si12 O32 F2,58,58,888.3872,P-1,2,triclinic,5,Eu F K O Si,False
4306134,Co3H46(C10O13)2,Co3 H46 C20 O26,95,95,847.5267,P-1,2,triclinic,4,C Co H O,True
4306292,NiP2H40(C13N)2,Ni2 P4 H80 C52 N4,142,142,1310.3713,P-1,2,triclinic,5,C H N Ni P,True
4306343,PH22RuC21S(NF2)3,P2 H44 Ru2 C42 S2 N6 F12,110,110,1152.0598,P-1,2,triclinic,7,C F H N P Ru S,True
4306354,B5H10C5SO2,B20 H40 C20 S4 O8,92,92,962.7868,P-1,2,triclinic,5,B C H O S,True
4306569,EuH24C24N4Cl3O4,Eu2 H48 C48 N8 Cl6 O8,120,120,1271.4921,P-1,2,triclinic,6,C Cl Eu H N O,True
4306570,GdH24C24N4Cl3O4,Gd2 H48 C48 N8 Cl6 O8,120,120,1269.4706,P-1,2,triclinic,6,C Cl Gd H N O,True
4306676,FeH10(C2O)4,Fe2 H20 C16 O8,46,46,432.1035,P-1,2,triclinic,4,C Fe H O,True
4307397,MnH8(C3N2)4,Mn4 H32 C48 N32,116,116,1318.2279,P-1,2,triclinic,4,C H Mn N,True
4307508,CoH38C28IN3,Co2 H76 C56 I2 N6,142,142,1377.6256,P-1,2,triclinic,5,C Co H I N,True
4307549,NiCN2,Ni2 C2 N4,8,8,79.8426,P6_3/mmc,194,hexagonal,3,C N Ni,True
4307562,VH8C10N2F3,V2 H16 C20 N4 F6,48,24,462.5465,I222,23,orthorhombic,5,C F H N V,True
4307997,HgH13C9Cl,Hg2 H26 C18 Cl2,48,48,482.1743,P-1,2,triclinic,4,C Cl H Hg,True
4308056,PH21C23(S2O)2,P2 H42 C46 S8 O4,102,102,1129.3284,P2_1,4,monoclinic,5,C H O P S,True
4308289,Ag6Mo4H8C8(N4O5)3,Ag12 Mo8 H16 C16 N24 O30,106,106,1355.992,P-1,2,triclinic,6,Ag C H Mo N O,True
4308465,ZnPH17C14N4O5,Zn2 P2 H34 C28 N8 O10,84,84,808.791,P-1,2,triclinic,6,C H N O P Zn,True
4308468,NaSn2,Na16 Sn32,48,24,1387.8346,C2/m,12,monoclinic,2,Na Sn,False
4308566,CeH6C6SNO8,Ce2 H12 C12 S2 N2 O16,46,46,491.525,P-1,2,triclinic,6,C Ce H N O S,True
4308659,VAgHgO4,V4 Ag4 Hg4 O16,28,14,393.2507,C2,5,monoclinic,4,Ag Hg O V,False
4308739,CdB2XeF10,Cd4 B8 Xe4 F40,56,56,799.0416,P2_1/c,14,monoclinic,4,B Cd F Xe,False
4308888,AgPH8C10(N2F3)2,Ag4 P4 H32 C40 N16 F24,120,120,1404.2748,P2_1/c,14,monoclinic,6,Ag C F H N P,True
4309096,AgH10C16N4ClO6,Ag2 H20 C32 N8 Cl2 O12,76,76,884.8966,P-1,2,triclinic,6,Ag C Cl H N O,True
4309527,Cu3H30C18N6O7,Cu6 H60 C36 N12 O14,128,128,1253.3338,P-1,2,triclinic,5,C Cu H N O,True
4309676,ZnTe(H2N)4,Zn4 Te4 H32 N16,56,56,603.7161,P2_1,4,monoclinic,4,H N Te Zn,False
4309772,MnH11C19N3Cl2,Mn2 H22 C38 N6 Cl4,72,72,834.1696,P-1,2,triclinic,5,C Cl H Mn N,True
4309807,ZnSi2H39C25N3O2,Zn2 Si4 H78 C50 N6 O4,144,144,1424.2992,P-1,2,triclinic,6,C H N O Si Zn,True
4309929,H5C8N2ClO,H20 C32 N8 Cl4 O4,68,68,834.7533,P2_1/c,14,monoclinic,5,C Cl H N O,True
4309978,H11C15S2,H44 C60 S8,112,112,1226.2185,P-1,2,triclinic,3,C H S,True
4310030,Fe,Fe12,12,1,726.0225,P4/mmm,123,tetragonal,1,Fe,False
4310088,H10C11N3,H40 C44 N12,96,96,930.7883,P2_1/c,14,monoclinic,3,C H N,True
4310121,H14(C6N)3,H56 C72 N12,140,140,1381.2328,P2_1/c,14,monoclinic,3,C H N,True
4310159,CuH24C30N3O5,Cu2 H48 C60 N6 O10,126,126,1320.395,P-1,2,triclinic,5,C Cu H N O,True
4310196,MnH6C10S2O3,Mn4 H24 C40 S8 O12,88,88,1150.0682,P-1,2,triclinic,5,C H Mn O S,True
4310204,CuPH18C22BrN,Cu2 P2 H36 C44 Br2 N2,88,88,946.7183,P-1,2,triclinic,6,Br C Cu H N P,True
4310244,MnCo2H17(C10O3)3,Mn2 Co4 H34 C60 O18,118,118,1355.0839,P-1,2,triclinic,5,C Co H Mn O,True
4310245,H5C5S3N,H20 C20 S12 N4,56,56,693.9397,P-1,2,triclinic,4,C H N S,True
4310348,Cu3H22C48N6(ClO2)6,Cu3 H22 C48 N6 Cl6 O12,97,97,1142.2684,P-1,2,triclinic,6,C Cl Cu H N O,True
4310493,H8C9N3O,H32 C36 N12 O4,84,84,808.8294,P-1,2,triclinic,4,C H N O,True
4310581,NiH26(C11O7)2,Ni2 H52 C44 O28,126,126,1244.7618,P2_1/c,14,monoclinic,4,C H Ni O,True
4310704,PH12C8(NF2)3,P2 H24 C16 N6 F12,60,60,597.1466,P-1,2,triclinic,5,C F H N P,True
4310736,PdSe2,Pd4 Se8,12,12,259.4249,Pbca,61,orthorhombic,2,Pd Se,False
4310756,B7H16C5N,B28 H64 C20 N4,116,116,1093.3598,P-1,2,triclinic,4,B C H N,True
4310759,ReH14C13BrN2O3,Re2 H28 C26 Br2 N4 O6,68,68,772.9185,P-1,2,triclinic,6,Br C H N O Re,True
4310851,UH18C10(N4O7)2,U1 H18 C10 N8 O14,51,51,534.4333,P-1,2,triclinic,5,C H N O U,True
4310900,MnH26C24N7Cl2O5,Mn2 H52 C48 N14 Cl4 O10,130,130,1381.3926,P2_1,4,monoclinic,6,C Cl H Mn N O,True
4311040,MnH7C2N(ClO)2,Mn8 H56 C16 N8 Cl16 O16,120,60,1389.669,C2/c,15,monoclinic,6,C Cl H Mn N O,True
4311061,CdH24C24(N6Cl)2,Cd2 H48 C48 N24 Cl4,126,126,1420.0224,P2_1/c,14,monoclinic,5,C Cd Cl H N,True
4311117,AgB11H16C7N4,Ag2 B22 H32 C14 N8,78,78,817.7057,P-1,2,triclinic,5,Ag B C H N,True
4311265,BH20Pb(C2N)8,B2 H40 Pb2 C32 N16,92,92,995.3301,P-4n2,118,tetragonal,5,B C H N Pb,True
4311319,Ba7Al13,Ba7 Al13,20,20,556.4483,P-3m1,164,trigonal,2,Al Ba,False
4311323,Sr4Mg3Al5,Sr8 Mg6 Al10,24,24,669.7487,P6_3/mmc,194,hexagonal,3,Al Mg Sr,False
4311508,ZnH6C7N4O5,Zn4 H24 C28 N16 O20,92,92,903.263,P2_1/c,14,monoclinic,5,C H N O Zn,True
4311511,ZnH19C17(N5O2)3,Zn2 H38 C34 N30 O12,116,116,1113.9611,P-1,2,triclinic,5,C H N O Zn,True
4311526,CuReH7C5(NO4)2,Cu4 Re4 H28 C20 N8 O32,96,96,1079.4412,P2_1/c,14,monoclinic,6,C Cu H N O Re,True
4311607,H7(C3N2)2,H56 C48 N32,136,136,1296.8062,P2_1/c,14,monoclinic,3,C H N,True
4311686,Ba2Bi3,Ba4 Bi6,10,5,384.265,Immm,71,orthorhombic,2,Ba Bi,False
4311689,BiH14C7S2NO2,Bi2 H28 C14 S4 N2 O4,54,54,580.3646,P2_1,4,monoclinic,6,Bi C H N O S,True
4311763,CuH20C6S2(NO)4,Cu4 H80 C24 S8 N16 O16,148,148,1309.2088,P2_1/c,14,monoclinic,6,C Cu H N O S,True
4311828,P2H12C12O7,P8 H48 C48 O28,132,132,1319.6044,Pbcn,60,orthorhombic,4,C H O P,True
4311864,UH4(BrO2)2,U4 H16 Br8 O16,44,44,650.4696,P2_1/c,14,monoclinic,4,Br H O U,False
4312320,H11AuC7IN,H44 Au4 C28 I4 N4,84,84,965.4606,P2_1/c,14,monoclinic,5,Au C H I N,True
4312340,H14OsC17NCl,H56 Os4 C68 N4 Cl4,136,136,1395.4326,P-1,2,triclinic,5,C Cl H N Os,True
4312349,Fe2CuH26C38N4(OF3)4,Fe2 Cu1 H26 C38 N4 O4 F12,87,87,975.6534,P-1,2,triclinic,7,C Cu F Fe H N O,True
4312385,CsH13C14(NO2)2,Cs4 H52 C56 N8 O16,136,136,1479.626,P2_1/c,14,monoclinic,5,C Cs H N O,True
4312439,EuH17C20S2N4(O4F3)2,Eu2 H34 C40 S4 N8 O16 F12,116,116,1314.9725,P-1,2,triclinic,7,C Eu F H N O S,True
4312457,H11RhC19N3O4,H22 Rh2 C38 N6 O8,76,76,976.9121,P-1,2,triclinic,5,C H N O Rh,True
4312533,NiH30C20(NO)10,Ni2 H60 C40 N20 O20,142,142,1332.047,P2_1/c,14,monoclinic,5,C H N Ni O,True
4312537,H15C12N4O,H60 C48 N16 O4,128,128,1212.2741,P-1,2,triclinic,4,C H N O,True
4312538,MnH17C22N4O5F12,Mn2 H34 C44 N8 O10 F24,122,122,1387.7994,P-1,2,triclinic,6,C F H Mn N O,True
4312540,CoH17C22N4O5F12,Co2 H34 C44 N8 O10 F24,122,122,1378.2918,P-1,2,triclinic,6,C Co F H N O,True
4312669,CuH29C24N3O,Cu2 H58 C48 N6 O2,116,116,1092.0762,P-1,2,triclinic,5,C Cu H N O,True
4312755,SrSn4,Sr4 Sn16,20,10,566.3845,Cmcm,63,orthorhombic,2,Sn Sr,False
4312829,PH18Au(C4I)2,P4 H72 Au4 C32 I8,120,120,1406.2114,P-1,2,triclinic,5,Au C H I P,True
4312948,CuH11C14(NO)7,Cu2 H22 C28 N14 O14,80,80,859.968,P-1,2,triclinic,5,C Cu H N O,True
4313206,Al,Al4,4,1,66.3303,Fm-3m,225,cubic,1,Al,False
4313210,Al,Al4,4,1,66.4227,Fm-3m,225,cubic,1,Al,False
4313388,CuH4C3S(NCl)2,Cu4 H16 C12 S4 N8 Cl8,52,52,681.1543,P2_1/c,14,monoclinic,6,C Cl Cu H N S,True
4313429,CuH3C4(IN)2,Cu4 H12 C16 I8 N8,48,48,812.4501,P2_12_12_1,19,orthorhombic,5,C Cu H I N,True
4313436,NaCuAsO4,Na8 Cu8 As8 O32,56,56,675.4176,P2_1/c,14,monoclinic,4,As Cu Na O,False
4313499,LiH20C9SN3O2,Li2 H40 C18 S2 N6 O4,72,72,678.393,P-1,2,triclinic,6,C H Li N O S,True
4313578,P4H20Ru2C4N3O16,P8 H40 Ru4 C8 N6 O32,98,98,931.5234,P2_1/c,14,monoclinic,6,C H N O P Ru,True
4313777,NpAgSeO5,Np4 Ag4 Se4 O20,32,32,469.5203,P-1,2,triclinic,4,Ag Np O Se,False
4313794,CsDyCdSe3,Cs4 Dy4 Cd4 Se12,24,12,744.0798,Cmcm,63,orthorhombic,4,Cd Cs Dy Se,False
4313803,CsGdHgSe3,Cs4 Gd4 Hg4 Se12,24,12,734.0344,Cmcm,63,orthorhombic,4,Cs Gd Hg Se,False
4313817,SnH33C18Cl,Sn2 H66 C36 Cl2,106,106,988.7936,P2_1/m,11,monoclinic,4,C Cl H Sn,True
4313848,Ba2MnSi2ClO7,Ba4 Mn2 Si4 Cl2 O14,26,26,389.7994,P4bm,100,tetragonal,5,Ba Cl Mn O Si,False
4314604,GeP2H16(C3I)2,Ge2 P4 H32 C12 I4,54,54,667.5281,P-1,2,triclinic,5,C Ge H I P,True
4314908,CuH16C32S8N6(OF2)6,Cu1 H16 C32 S8 N6 O6 F12,81,81,1021.1833,P-1,2,triclinic,7,C Cu F H N O S,True
4314997,H17PtC26N5,H34 Pt2 C52 N10,98,98,1025.0304,P-1,2,triclinic,4,C H N Pt,True
4315144,LaAl2BRu2,La1 Al2 B1 Ru2,6,6,100.3653,P4/mmm,123,tetragonal,4,Al B La Ru,False
4315445,ZnH12C12(NO4)2,Zn2 H24 C24 N4 O16,70,70,691.9782,P2_1/c,14,monoclinic,5,C H N O Zn,True
4315554,FeH16C15S2O,Fe4 H64 C60 S8 O4,140,140,1433.6434,P2_1/c,14,monoclinic,5,C Fe H O S,True
4315773,RePH15C9N3(OF2)3,Re2 P2 H30 C18 N6 O6 F12,76,76,760.5657,P2_1,4,monoclinic,7,C F H N O P Re,True
4316070,GaH11C6N2O7,Ga4 H44 C24 N8 O28,108,108,1097.8749,P2_1/c,14,monoclinic,5,C Ga H N O,True
4316093,CuH12(C3S2)6,Cu1 H12 C18 S12,43,43,554.7792,P-1,2,triclinic,4,C Cu H S,True
4316138,Tl3V5O14,Tl3 V5 O14,22,22,336.3415,P31m,157,trigonal,3,O Tl V,False
4316149,PH20RuC24N6ClF6,P2 H40 Ru2 C48 N12 Cl2 F12,118,118,1469.0417,P-1,2,triclinic,7,C Cl F H N P Ru,True
4316187,U2Ag(GeO6)2,U8 Ag4 Ge8 O48,68,34,1076.1131,Ama2,40,orthorhombic,4,Ag Ge O U,False
4316307,TeH11C16I3,Te2 H22 C32 I6,62,62,877.0671,P-1,2,triclinic,4,C H I Te,True
4316551,MnH5C5N9O,Mn4 H20 C20 N36 O4,84,84,911.2695,P2_1/c,14,monoclinic,5,C H Mn N O,True
4316630,BiH10C8S2Cl3,Bi4 H40 C32 S8 Cl12,96,96,1338.1574,P2_1/c,14,monoclinic,5,Bi C Cl H S,True
4316770,PH8C8NO4,P4 H32 C32 N4 O16,88,88,873.0735,Pca2_1,29,orthorhombic,5,C H N O P,True
4316849,Cu5Se4(ClO6)2,Cu10 Se8 Cl4 O24,46,46,684.66,P2_1/c,14,monoclinic,4,Cl Cu O Se,False
4316904,AgH2C3N3O2,Ag4 H8 C12 N12 O8,44,44,508.6154,P2_1/c,14,monoclinic,5,Ag C H N O,True
4316948,CdH15C6N3Cl2,Cd4 H60 C24 N12 Cl8,108,108,1080.3437,P2_1/c,14,monoclinic,5,C Cd Cl H N,True
